Prime,Collisions,Time [mc s]
180161,210,300955
180179,225,295549
180181,227,295832
180211,228,295568
180221,212,295393
180233,220,295261
180239,222,295884
180241,238,295789
180247,214,295524
180259,229,295494
180263,222,295533
180281,208,298211
180287,205,295990
180289,221,295748
180307,232,295720
180311,183,295512
180317,214,295431
180331,245,295528
180337,199,295134
180347,223,295545
180361,237,296058
180371,216,295734
180379,216,295617
180391,215,295415
180413,233,327458
180419,214,295559
180437,231,295358
180463,233,295744
180473,226,295514
180491,218,295626
180497,231,295974
180503,242,295580
180511,209,295764
180533,205,295791
180539,216,295837
180541,212,295539
180547,239,295470
180563,226,295625
180569,236,295568
180617,219,295444
180623,233,295343
180629,231,295451
180647,194,295585
180667,214,295574
180679,220,295950
180701,227,295709
180731,228,295777
180749,226,295624
180751,228,295337
180773,241,297024
180779,213,298490
180793,221,296487
180797,195,296205
180799,227,296239
180811,224,347244
180847,233,296499
180871,231,296086
180883,211,296259
180907,219,296139
180949,189,296310
180959,244,296448
181001,241,430594
181003,244,296275
181019,218,297817
181031,210,295573
181039,228,295696
181061,218,295506
181063,248,295518
181081,253,295535
181087,245,295417
181123,202,295549
181141,199,295342
181157,203,295412
181183,229,295470
181193,220,295651
181199,211,295405
181201,226,295640
181211,216,295748
181213,232,296287
181219,224,295696
181243,233,296074
181253,231,295490
181273,224,295487
181277,231,295766
181283,225,295289
181297,210,295410
181301,204,295624
181303,229,295576
181361,211,295253
181387,205,295672
181397,216,295420
181399,224,295305
181409,235,295164
181421,221,295337
181439,209,295584
181457,221,295408
181459,220,295638
181499,211,295925
181501,216,295285
181513,249,296868
181523,228,298258
181537,245,296641
181549,235,295399
181553,227,295522
181603,207,295888
181607,204,295619
181609,228,295707
181619,223,297687
181639,222,295820
181667,212,295696
181669,224,295491
181693,224,295914
181711,237,236906
181717,211,296329
181721,206,296065
181729,204,295964
181739,234,295454
181751,221,295743
181757,229,295624
181759,210,295525
181763,212,295484
181777,219,295522
181787,202,295574
181789,238,295547
181813,217,296187
181837,247,295502
181871,227,295695
181873,209,295596
181889,210,295525
181891,239,295698
181903,208,295482
181913,200,295713
181919,219,295654
181927,213,295427
181931,222,295752
181943,221,295492
181957,216,295484
181967,224,295618
181981,221,295459
181997,202,295790
182009,224,295702
182011,209,295448
182027,203,295664
182029,245,295640
182041,245,295474
182047,221,295922
182057,182,295485
182059,206,295874
182089,220,296390
182099,221,374398
182101,215,297133
182107,224,300654
182111,217,295844
182123,244,295631
182129,223,296345
182131,223,295917
182141,227,295564
182159,189,295838
182167,203,296204
182177,223,295912
182179,228,296010
182201,220,295663
182209,213,295801
182233,233,295830
182239,235,296146
182243,208,296139
182261,205,295493
182279,242,295557
182297,237,295767
182309,206,295642
182333,209,295653
182339,217,295371
182341,224,295412
182353,233,295413
182387,233,295577
182389,234,295287
182417,228,295412
182423,214,295813
182431,239,296700
182443,220,296361
182453,229,295596
182467,209,295644
182471,194,296521
182473,195,295476
182489,228,295883
182503,224,295458
182509,235,295459
182519,218,295668
182537,241,295213
182549,196,295599
182561,245,295541
182579,207,295526
182587,236,295431
182593,214,295475
182599,216,295716
182603,215,295488
182617,225,295524
182627,238,295511
182639,207,295683
182641,206,295967
182653,217,295672
182657,204,296847
182659,195,298403
182681,232,295741
182687,197,295790
182701,241,295424
182711,231,295557
182713,212,295618
182747,207,295759
182773,213,295469
182779,254,295581
182789,217,295594
182803,223,295605
182813,222,295545
182821,238,295844
182839,223,295689
182851,227,296521
182857,220,453151
182867,250,295435
182887,199,295460
182893,214,295607
182899,205,295780
182921,203,446598
182927,187,295806
182929,234,295460
182933,209,295954
182953,230,295355
182957,209,295672
182969,227,296444
182981,226,295808
182999,200,295937
183023,234,295380
183037,232,296317
183041,226,295526
183047,194,295792
183059,220,295562
183067,226,295537
183089,231,295946
183091,210,295702
183119,236,295376
183151,223,295747
183167,244,295459
183191,194,295347
183203,230,295702
183247,231,301072
183259,210,295619
183263,212,295385
183283,207,295800
183289,220,295685
183299,217,295956
183301,246,296723
183307,199,346478
183317,212,296293
183319,201,295616
183329,209,295668
183343,228,295778
183349,229,295624
183361,210,295810
183373,230,295514
183377,215,296047
183383,202,295702
183389,233,296317
183397,224,295680
183437,237,295698
183439,222,296287
183451,209,295763
183461,235,296013
183473,248,295904
183479,218,296243
183487,209,295742
183497,217,295765
183499,247,295875
183503,231,295780
183509,229,295653
183511,222,295906
183523,211,295504
183527,206,295565
183569,191,295787
183571,208,295413
183577,245,296050
183581,230,295576
183587,242,298272
183593,231,296067
183611,231,296094
183637,217,296381
183661,225,295616
183683,200,295708
183691,216,295714
183697,205,296505
183707,202,295957
183709,247,295794
183713,212,296171
183761,201,295652
183763,194,295632
183797,215,295920
183809,207,295555
183823,229,295698
183829,230,295708
183871,227,295861
183877,216,295740
183881,229,295697
183907,269,297314
183917,205,297987
183919,202,295967
183943,223,295569
183949,218,295898
183959,215,295821
183971,230,295577
183973,217,296198
183979,222,295509
184003,219,295770
184007,183,296676
184013,215,296060
184031,211,295668
184039,209,295656
184043,209,296277
184057,224,296620
184073,216,296600
184081,219,297277
184087,214,296513
184111,204,296864
184117,243,297024
184133,228,296879
184153,232,296539
184157,212,296599
184181,214,295608
184187,198,295791
184189,201,295567
184199,217,295710
184211,223,295659
184231,193,295540
184241,205,295894
184259,219,295654
184271,227,295854
184273,239,295483
184279,205,295831
184291,234,295794
184309,199,295771
184321,231,295924
184333,203,295666
184337,216,295776
184351,216,295566
184369,216,296064
184409,233,295564
184417,235,297818
184441,248,295807
184447,194,295586
184463,214,295695
184477,227,295718
184487,215,295519
184489,232,295639
184511,246,296002
184517,204,298533
184523,227,298829
184553,214,295618
184559,190,296007
184567,210,296020
184571,228,295957
184577,205,295666
184607,204,295778
184609,217,295944
184627,201,295721
184631,199,296506
184633,194,295501
184649,209,297450
184651,200,296364
184669,209,296083
184687,211,295802
184693,220,295962
184703,217,296142
184711,195,295516
184721,240,295739
184727,208,296009
184733,235,295598
184753,237,296153
184777,232,295663
184823,212,295851
184829,204,295729
184831,198,295759
184837,227,295939
184843,208,295767
184859,216,295513
184879,197,297454
184901,194,296171
184903,231,295799
184913,209,295643
184949,199,297179
184957,194,295494
184967,210,295744
184969,218,295959
184993,192,295813
184997,213,295839
184999,223,295853
185021,223,296338
185027,192,295635
185051,214,295754
185057,227,296170
185063,220,295740
185069,218,295670
185071,201,295801
185077,219,295539
185089,221,295840
185099,185,296860
185123,225,298822
185131,214,296421
185137,197,295893
185149,218,295840
185153,189,295935
185161,234,295679
185167,200,295997
185177,228,296012
185183,202,295959
185189,221,295938
185221,232,295664
185233,237,295597
185243,212,295863
185267,183,297466
185291,196,296702
185299,214,296780
185303,212,296849
185309,203,297016
185323,217,296581
185327,215,296478
185359,226,297176
185363,201,358132
185369,247,296554
185371,219,297284
185401,226,296879
185429,221,296983
185441,201,296904
185467,196,296928
185477,233,296610
185483,210,296835
185491,223,296464
185519,202,296614
185527,200,296660
185531,209,296808
185533,224,296405
185539,225,296416
185543,220,295707
185551,223,295309
185557,215,295448
185567,226,295324
185569,236,295885
185593,229,295557
185599,198,295740
185621,246,295856
185641,225,295502
185651,213,295475
185677,219,295762
185681,216,295951
185683,245,295533
185693,210,295723
185699,202,297036
185707,212,298456
185711,212,295796
185723,222,295804
185737,205,296025
185747,220,295716
185749,252,295887
185753,210,295947
185767,211,295675
185789,216,295757
185797,233,296356
185813,224,295970
185819,244,295765
185821,202,296035
185831,209,296063
185833,233,295775
185849,218,296020
185869,224,297060
185873,212,296652
185893,222,296574
185897,201,296082
185903,224,295883
185917,203,295651
185923,216,295662
185947,225,296007
185951,222,295605
185957,231,295890
185959,225,295994
185971,217,295960
185987,193,295759
185993,201,295851
186007,221,296029
186013,214,295889
186019,199,295610
186023,211,296113
186037,223,296006
186041,209,295766
186049,191,296033
186071,207,295959
186097,243,295849
186103,210,295930
186107,210,295765
186113,211,295712
186119,226,295755
186149,220,296038
186157,232,295744
186161,209,295548
186163,185,295921
186187,226,295922
186191,218,295910
186211,196,296873
186227,212,298240
186229,219,296683
186239,226,295593
186247,208,295934
186253,204,295553
186259,224,295807
186271,220,295851
186283,192,295765
186299,220,295594
186301,228,295625
186311,204,295766
186317,207,296650
186343,195,296686
186377,229,297590
186379,220,296521
186391,193,296905
186397,224,297843
186419,197,297010
186437,239,297049
186451,199,296576
186469,239,297757
186479,204,296410
186481,213,296829
186551,214,296795
186569,190,296526
186581,206,296657
186583,224,296947
186587,227,296953
186601,218,296432
186619,181,296625
186629,206,297264
186647,242,296630
186649,196,296829
186653,234,296649
186671,204,296732
186679,202,296423
186689,250,296443
186701,229,297134
186707,225,393862
186709,210,296605
186727,212,296949
186733,198,296293
186743,238,296494
186757,211,296702
186761,191,296434
186763,229,297051
186773,243,296563
186793,204,296668
186799,230,296317
186841,214,296765
186859,203,298478
186869,234,298700
186871,211,295777
186877,197,295545
186883,204,295725
186889,231,296211
186917,224,295537
186947,238,295947
186959,202,295939
187003,191,295562
187009,204,295911
187027,199,295767
187043,209,356662
187049,210,296260
187067,212,295826
187069,215,295750
187073,236,295997
187081,205,295842
187091,209,295637
187111,183,295957
187123,193,296146
187127,202,295662
187129,216,298565
187133,218,295639
187139,185,295374
187141,204,295559
187163,206,295942
187171,188,295663
187177,204,295528
187181,212,295639
187189,211,295694
187193,220,295765
187211,229,295492
187217,236,295574
187219,200,295889
187223,195,295325
187237,215,295870
187273,250,298027
187277,206,296595
187303,206,296526
187337,204,296688
187339,227,296592
187349,213,296652
187361,225,297108
187367,238,296939
187373,218,296875
187379,211,296713
187387,201,296816
187393,208,296501
187409,217,296724
187417,218,298013
187423,228,302738
187433,241,296552
187441,226,296714
187463,244,296795
187469,235,296929
187471,227,296531
187477,216,295993
187507,198,295215
187513,239,295396
187531,236,295876
187547,210,298110
187559,207,295793
187573,216,295928
187597,241,296559
187631,196,295619
187633,196,296031
187637,212,295731
187639,215,295854
187651,237,296230
187661,203,295806
187669,215,296130
187687,217,295580
187699,218,295730
187711,193,298366
187721,210,296297
187751,194,295481
187763,207,295703
187787,209,295513
187793,196,295735
187823,221,295901
187843,221,295775
187861,193,295574
187871,225,296075
187877,213,296619
187883,218,295897
187897,197,296073
187907,213,296388
187909,236,295879
187921,215,295562
187927,202,295710
187931,214,296570
187951,221,296384
187963,212,296353
187973,195,296074
187987,219,295759
188011,215,295722
188017,220,295743
188021,206,296277
188029,222,295860
188107,224,296267
188137,214,297781
188143,216,298643
188147,219,297520
188159,208,297064
188171,215,296842
188179,203,296853
188189,219,296724
188197,216,296961
188249,208,296438
188261,184,296572
188273,226,297154
188281,223,296822
188291,191,296650
188299,212,297020
188303,199,296860
188311,214,296394
188317,204,296885
188323,210,297051
188333,209,296711
188351,205,297074
188359,208,296740
188369,198,296622
188389,212,296675
188401,217,297097
188407,227,296904
188417,220,296639
188431,202,296849
188437,233,297028
188443,208,296105
188459,203,295802
188473,211,295856
188483,194,295881
188491,234,295961
188519,201,296184
188527,229,296189
188533,191,295920
188563,233,297148
188579,197,297558
188603,222,297002
188609,197,296748
188621,223,296870
188633,234,296802
188653,225,296649
188677,214,296836
188681,206,296723
188687,196,296576
188693,217,296525
188701,213,296800
188707,207,296774
188711,228,296399
188719,221,297639
188729,207,300699
188753,201,296323
188767,217,296225
188779,210,296222
188791,214,238548
188801,217,295944
188827,198,295772
188831,220,295898
188833,242,296078
188843,234,295626
188857,234,295642
188861,223,295420
188863,205,299807
188869,203,296440
188891,205,295528
188911,196,295723
188927,198,295570
188933,232,295610
188939,197,295210
188941,218,296078
188953,231,295914
188957,214,295791
188983,211,295871
188999,213,295866
189011,240,295543
189017,216,295264
189019,215,295875
189041,196,295731
189043,203,295520
189061,245,295755
189067,207,295707
189127,201,295694
189139,236,295537
189149,222,295571
189151,229,296078
189169,217,344524
189187,212,295753
189199,239,295843
189223,206,295345
189229,206,295430
189239,217,296024
189251,196,295513
189253,197,295460
189257,218,295889
189271,226,295856
189307,223,295448
189311,185,295725
